,Season,Episode,Character,Line,prob
16208,14,11,Coon,you cant kick me out of coon and friends im the fucking coon,98.51497411727905
16209,14,11,The Human Kite,look we just believe that you have your goals and ways of doing things and they conflict with what we want to accomplish,2.985819987952709
16210,14,11,Mysterion,but we get the headquarters and all the equipment,0.13626815052703023
16211,14,11,Coon,you dont keep anything this is my basement and ill tell my mom on you guys,0.6069151684641838
16212,14,11,Mysterion,weve already discussed this with her mrs cartman ,0.05873100599274039
16213,14,11,Liane,yes mysterion,0.10526546975597739
16214,14,11,Mysterion,please escort the coon out of our secret base,92.43462681770325
16215,14,11,Liane,eric i talked to you about beating up your friends didnt i,0.20156961400061846
16216,14,11,Coon,mom what the fuck the fuck are you doing,98.39624166488647
16217,14,11,Liane,eric you do not beat up your friends and i told you ive had it with your language  your punishment is that your friends will just play superheroes without you go to your room,39.79370892047882
16218,14,11,Coon,youve gotta be fucking kidding me,97.93144464492798
16219,14,11,DP Executive 1,oh dear we have certainly pooped our trousers this time,1.2705695815384388
16220,14,11,Tony Hayward,yes im afraid its going to take more than another im sorry campaign to please everyone this time,0.715024909004569
16221,14,11,DP Executive 2,oh what a right pickle were in ,5.2498165518045425
16222,14,11,DP Executive 3,there is no way to cut the dimensional portal im afraid the ocean currents and swells are simply too much to get any machines in,0.319636263884604
16223,14,11,Tony Hayward,wait a tick  currents and swells thats it i think i know how to fix this,0.17341321799904108
16224,14,11,DP Executive 4,how by jove,0.11474316706880927
16225,14,11,Tony Hayward,we drill,4.228054732084274
16226,14,11,DP Executives,drill of course yes yes of course,0.06338955136016011
16227,14,11,Tony Hayward,i believe that if we drill on the moon changing its gravitational pull on our ocean swells we could cut the dimensional spill,0.19221862312406301
16228,14,11,DP Executive 5,i dont quite get it,0.20021493546664715
16229,14,11,Tony Hayward,we got into this mess by drilling he  and he  now we need to drill he ,60.976481437683105
16230,14,11,DP Executive 6,that looks extremely promising,0.08021299145184457
16231,14,11,Tony Hayward,our environment should stabilize if its getting drilled here here and here at the same time,0.0812907877843827
16232,14,11,DP Executive 6,the seismic forces will be massive do you think the moon can take it,0.2977553987875581
16233,14,11,Tony Hayward,oh shell take it,0.9305386804044247
16234,14,11,Anchor Man,the dp oil company today drilled into the moon and appears to have caused even greater problems,0.09264894179068506
16235,14,11,Stan, oh i have a feeling wed better get into our costes again guys,0.059727649204432964
16236,14,11,Reporter,tom the dp oil company has had another drilling accident  this time they appear to have unleashed the dark and mighty cthulhu  the rise of cthulhu from another dimension brings about three thousand years of darkness tom where we will all be driven to madness and made to service cthulhus cult as slaves the president of dp oil released this press statement,92.14279055595398
16237,14,11,Tony Hayward,as president of dp oil i want to say were sorry  im deeply sorry  sorry,0.07004677900113165
16238,14,11,Reporter,cthulhu rlyeh wgahnagl fhtagn praise the dark cthulhu long may he reign,28.360989689826965
16239,14,11,Stan,its up to us guys lets get to the gulf ,0.06581016932614148
16240,14,11,Cartman,darkness has taken over our town the coon and friends have given in to evil its up to the coon to stop them,10.211091488599777
16241,14,11,Cartman,asshoooles ,0.13145266566425562
16242,14,12,Mysterion,i am mysterion though only nine years old i dedicate my life to helping people  when im not in school  for months now ive been protecting my town from crime but now something has happened that even i cannot fight alone  the bp oil company has drilled and caused a spill in the gulf like no other the president of bp apologized,0.1290136598981917
16243,14,12,Tony Hayward,were sorry,0.146128807682544
16244,14,12,Mysterion,but they drilled again and tore open a portal into another dimension,0.14231543755158782
16245,14,12,Tony Hayward,were sorry ,0.11975327506661415
16246,14,12,Mysterion,creatures from that dimension are now wreaking havoc in the gulf bp tried to solve the problem by drilling on the moon but instead they caused the dark lord cthulhu to emerge,3.333396092057228
16247,14,12,Tony Hayward,sorry ,0.17902973340824246
16248,14,12,Mysterion,i have joined forces with other superheroes in my neighborhood to help save the gulf but even the other heroes do not know that unlike them i do have a power a power they will now begin to understand and all will know who and what i truly am ,0.10756205301731825
16249,14,12,Woman 1,just terrific what you boys are doing,0.10243389988318086
16250,14,12,Mysterion,thank you maam,0.06661801598966122
16251,14,12,Man 1,ill take twenty lemon bars you little rascals,99.05129671096802
16252,14,12,Field Reporter,a terrific han interest story here tom as america wonders what happened to captain hindsight some colorado kids are being a little superhan themselves they call themselves coon and friends and theyve been baking and selling lemon bars to help aid those affected in the gulf crisis,0.15759486705064774
16253,14,12,Mysterion,we believe that every little bit helps,0.076933583477512
16254,14,12,Field Reporter,their little super club consists of seven young heroes ,0.09002931183204055
16255,14,12,Toolshed,toolshed,0.19074279116466641
16256,14,12,Human Kite,the han kite,0.0752242049202323
16257,14,12,Mysterion,mysterion,0.13196647632867098
16258,14,12,TupperWear,tupperwear,0.11131729697808623
16259,14,12,Mosquito,mosquito,1.5421800315380096
16260,14,12,Iron Maiden,timmah,0.23954759817570448
16261,14,12,Mint-Berry Crunch,mint berry crrrunch ,0.1078630331903696
16262,14,12,Field Reporter,the boys stated that there used to also be a hero named the coon actually in the group but they let him go because he was being quote  a dick,1.884218119084835
16263,14,12,Toolshed,mysterion if cartmans gone why are we still calling ourselves coon and friends,0.7054307032376528
16264,14,12,Mysterion,because it pisses cartman off beyond belief and i find that  extremely funny,19.171063601970673
16265,14,12,Clerk,passengers waiting for flight 73 to new orleans we thank you for your patience but the conditions in the gulf are still delaying our departure unfortunately weve just been informed that the dark lord cthulhu has shat on the runway at the new orleans airport and well be delayed at least another hour,0.255202641710639
16266,14,12,Passengers,awwww,0.2853395417332649
16267,14,12,Coon,come on people some of us need to get to new orleans now  yes yes i am the coon,0.09306459105573595
16268,14,12,Blonde Girl,the coon ive heard of that,0.5630356259644032
16269,14,12,Coon,ya have,6.218146532773972
16270,14,12,Blonde Girl,i saw on tv that superhero group thats helping with the gulf spill coon and friends,0.06782880518585443
16271,14,12,Coon,actually im no longer with coon and friends i work on my own now,0.060495297657325864
16272,14,12,Blonde Girl,can i ask you a question,0.09976760484278202
16273,14,12,Coon,yes of course,0.10155509226024151
16274,14,12,Blonde Girl,do you know mintberry crunch whats he like ,1.1045563034713268
16275,14,12,Coon,the evil girl villain fought with all her might but the coon was too much for her as people looked on and cheered for the coon he clawed and punched the villains stupid fat face  this fight would not be the last the coon fought next stop new orleans,66.69199466705322
16276,14,12,Mosquito,thats almost it superheroes were about out of lemon bars,18.587996065616608
16277,14,12,Toolshed,well then perhaps we should return to our secret base and bake some more,0.0683366262819618
16278,14,12,Iron Maiden,timmah ,0.26093830820173025
16279,14,12,Man 2,ill take ten lemon bars,0.11142604053020477
16280,14,12,Mosquito,ten yes sir ,0.12249723076820374
16281,14,12,Human Kite,thats definitely the last of them,0.17478547524660826
16282,14,12,Man 2,youll never stop him you know ,7.669799029827118
16283,14,12,Mosquito,stop who,0.22283936850726604
16284,14,12,Man 2,the great one  cthulhu he has risen and soon all will be under his rule it has all been foretold in the necronomicon  hail cthulhu the darkness of the mythos is finally here  oh man these are really good lemon bars ,0.8145347237586975
16285,14,12,Toolshed,the necronomicon,0.10089951101690531
16286,14,12,TupperWear,whats a mythos,0.22633634507656097
16287,14,12,Mysterion,i dont know but i think wed better find out,0.089720863616094
16288,14,12,Toolshed,all right superheroes back to our secret base,0.15074450056999922
16289,14,12,Mint-Berry Crunch,mintberry crrunch,0.13734265230596066
16290,14,12,TupperWear,what the hell,44.465360045433044
16291,14,12,Mosquito,i knew it cartman tore our base up,0.16586508136242628
16292,14,12,Mysterion,not cartman,0.4289198201149702
16293,14,12,Human Kite,what do you mean not cartman dude,1.5869643539190292
16294,14,12,Mysterion,whoever did this to our base was looking for something,2.3405497893691063
16295,14,12,Captain Hindsight,dont anybody move  so youre the superheroes trying to blackmail me,39.5775705575943
16296,14,12,Toolshed,aw dude its captain hindsight,0.31324378214776516
16297,14,12,Narrator,captain hindsight  the hero of the modern age once a reporter for the national news jack brolin always had a knack for hindsight  wanting to become the bestknown reporter in the country jack tried an experiment to boost his hindsight levels but then a freakish accident occurred when a retroactive spider got into the equipment the reporters hindsight was blasted to superhan levels  for months he was able to use his new powers for good fighting for peace and the american way  with his three trusty companions shoulda coulda and woulda  but now the hindsight that has saved so many threatens to conse jacks very soul its captaiiin hindsight,0.19877383019775152
16298,14,12,Captain Hindsight,i shoulda never mixed vodka and jack daniels i shoulda just gone to bed last night,0.4286636132746935
16299,14,12,Toolshed, dude are you okay,0.7409870624542236
16300,14,12,Captain Hindsight,where are the pictures give every copy of the pictures to me now,0.0716555688995868
16301,14,12,Mint-Berry Crunch,ppplease sir wwe dont know what you mean,0.19434394780546427
16302,14,12,Captain Hindsight,you got pictures of me having sex with courtney love,6.2150463461875916
16303,14,12,Professor Chaos,hh ohhh,0.18495928961783648
16304,14,12,Mysterion,chaos why did you take those pictures,0.46810535714030266
16305,14,12,Professor Chaos,but  but but the coon said if i took the pictures he hed let me go home and and ive missed four days of school now cause ive been,0.0813834834843874
16306,14,12,Captain Hindsight,alright enough whats going on,0.12694660108536482
16307,14,12,Mysterion,hindsight that isnt courtney love our former member the coon tricked you,1.6182748600840569
16308,14,12,Captain Hindsight,its not courtney love,4.097175970673561
16309,14,12,Mysterion,please sir put down the gun,1.8383542075753212
16310,14,12,Captain Hindsight,no what if i put down the gun and realize i shouldnt have,0.8072705939412117
16311,14,12,Toolshed,look dude we dont need to play superhero anymore we can just go home,1.0097033344209194
16312,14,12,Captain Hindsight,no because i could realize i shoulda killed you all,85.44237613677979
16313,14,12,Mysterion,then do it  pull the trigger hindsight if you dont believe us then you dont have a choice pull the trigger you pussy,95.86925506591797
16314,14,12,Human Kite,dude kenny chchill out,0.24679959751665592
16315,14,12,Mysterion,you guys go ill deal with this prick,98.10017943382263
16316,14,12,Mint-Berry Crunch,w  okay if you insist  see ya kenny,0.08747452520765364
16317,14,12,Human Kite,my mom did tell me i had to be home by five i,0.06846256437711418
16318,14,12,Mysterion,i said its fine just go ,0.11297451565042138
16319,14,12,Toolshed, text me later kenny if you wanna like play basketball or somethin ,0.062022602651268244
16320,14,12,Coon,cthulhu cthulhu dude over here  hey cthulhu sup yes it is me the coon but dont worry im actually not here to fight you we are not so different cthulhu though i am a superhero and you are a dark god from another dimension perhaps we can work together  i know how it feels to want to take over and rule the earth and have everyone else be your slaves i do bro but theres a group of superhans who are going to stop at nothing to stop you  good i have your attention the superhans i speak of are right now working on plans to destroy you they reside in colorado and they are fucking assholes and they all deserve to be sent into a dark oblivion you can do that right send people into a dark oblivion cause thats what those buttholes deserve  nodude dude colorado is that way where are you going  goddammit why dont dark lords fuckin listen,96.38572931289673
16321,14,12,Captain Hindsight,it doesnt matter  even if the pictures are fake i cant take it anymore  do you have any idea what a curse it is to have perfect 2020 hindsight  as soon as something bad happens i immediately know how it could have been avoided i cant take it anymore,86.43824458122253
16322,14,12,Mysterion,people need you hindsight  without you they feel helpless and stupid,2.5663647800683975
16323,14,12,Captain Hindsight,well i dont want the power anymore alright,1.5714244917035103
16324,14,12,Mysterion,you think your powers a curse let me tell you something about curses buttlicker  because theres some superpowers that make yours look like nothing trust me i know,10.825048387050629
16325,14,12,Captain Hindsight,wha what is your power,1.939711533486843
16326,14,12,Mysterion,i cant die  ive experienced death countless times sometimes i see a bright light sometimes i see heaven or hell but eventually no matter what i wake up in my bed wearing my same old clothes  and the worst part nobody even remembers me dying i go to school the next day and everyone is just like oh hey kenny even if they had seen me get decapitated with their own eyes  you wanna whine about curses hindsight youre talking to the wrong fucking cowboy,10.974501818418503
16327,14,12,Announcer,and now a special announcement from the president of bp and dp,0.058269890723749995
16328,14,12,Tony Hayward,hello im tony hayward the tragic spill in the gulf is a disaster that should have never happened and as head of the oil company responsible i would like to say what should i do  should i admit weve made mistakes  should i remind you weve done this before what should i do should i find newer and better ways to say im sorry ,0.07934172172099352
16329,14,12,Captain Hindsight,should i really believe i ruined my legacy  what should i do,0.1531535293906927
16330,14,12,Tony Hayward,what should i do,0.10444197105243802
16331,14,12,Mysterion,what should i do  should i forget about the past and not care about my powers,0.4834899678826332
16332,14,12,Tony Hayward,or should i tell you i am not a role model ,0.2475660527125001
16333,14,12,Captain Hindsight,seriously what should i do,0.1214887946844101
16334,14,12,Tony Hayward,should i accept my role as the villain,0.3552161157131195
16335,14,12,Mysterion,maybe i should just disappear,1.7796346917748451
16336,14,12,Tony Hayward,should i not have listened to my technicians who said a spill wouldnt happen theyre my technicians ,1.0418103076517582
16337,14,12,Captain Hindsight,hindsights a bitch isnt it,98.24793338775635
16338,14,12,Coon,should i just apologize to my friends and ask them to take me back tell then that i was being a selfish jerk  what should i do,0.3969266079366207
16339,14,12,Captain Hindsight,should i get back in the chair remove my powers and just go back to being a simple reporter ,0.18601898336783051
16340,14,12,Coon,should i admit i was wrong ask for everyones forgiveness and go back to my original team  nah screw that im just gonna keep bein a fuckin dick ,96.7600405216217
16341,14,12,Toolshed,all right superheroes weve got to find out more about this necronomicon thing,0.09864616440609097
16342,14,12,Mosquito,right toolshed,0.22436727304011583
16343,14,12,Human Kite,here we go the necronomicon contains an account of the old ones their history and the means for smoning them,0.22338989656418562
16344,14,12,Toolshed,it is used by cults around the world most notably the cult of cthulhu,0.07788174552842975
16345,14,12,Mint-Berry Crunch,aha thats the cult the creepy man talked about heroes  you okay mysterion,0.9105256758630276
16346,14,12,Mysterion,im fine,0.20019302610307932
16347,14,12,Human Kite,ten arrested in south park for cultish activity this is from like ten years ago,0.3201553598046303
16348,14,12,Mysterion,so these people have been waiting for cthulhu a long time,2.1045472472906113
16349,14,12,Human Kite,hey wait a minute dude mysterion its your parents,0.18710660515353084
16350,14,12,Mysterion,h what  what the fuck i mi mean   i mean what the fuck ,97.14514017105103
16351,14,12,Betsy,clyde clyde i told you this morning to take the garbage out  clyde do you hear me,0.2701190300285816
16352,14,12,Mosquito,okay mom just give me two minutes  nag nag nag ,0.21645165979862213
16353,14,12,Coon,convincing a giant creature from another dimension to do what you want is no easy task after days of killing and conquering cthulhu is at rest now is my chance to make a move perhaps last time i was too forceful with the dark god too demanding to get what it wants sometimes a coon must be on the attack and vicious  but sometimes a coon must be cuddly and cute  time for me to try and manipulate the most evil thing in all the universe  whos the sleepy little man  my name is the little coon what is your name  craaaaaaaaaaaaaaaaaaa  youre a sleepy man ne cthulhu  whos a needs a tmy rub ,19.712024927139282
16354,14,12,Mrs. McCormick,youre hoggin it all asshole ,98.31017851829529
16355,14,12,Stuart,cause i paid for it you stupid bitch,98.11703562736511
16356,14,12,Mrs. McCormick,you paid for it with the money i made washing dishes at the olive garden,0.07450655102729797
16357,14,12,Stuart,i told you to shut up,77.04821825027466
16358,14,12,Mrs. McCormick,give to me you prick  ah aaaah  oh god hes back its that mystery kid again,94.62741613388062
16359,14,12,Stuart, what the hell do you want this time hey look wwe did what you told us wwwe treat our kids better and we dont beat each other up as much,12.145719677209854
16360,14,12,Mrs. McCormick,and we gave our sons allowances and stopped gettin high every night ,0.6403445266187191
16361,14,12,Mysterion,im not here about that,0.14714970020577312
16362,14,12,Stuart,oh  sssso now what,0.160289672203362
16363,14,12,Mysterion,ten years ago you were arrested for being in some kind of cult,0.6145523395389318
16364,14,12,Mrs. McCormick,we were,0.27819632086902857
16365,14,12,Stuart,weve been arrested lots of times mysterio,0.06199686322361231
16366,14,12,Mysterion,mysterion what is the cult of cthulhu ,0.7822629064321518
16367,14,12,Stuart,oh that thing nooo we werent in that stupid group they just used to offer free beer at their meetings so we would go,98.54059219360352
16368,14,12,Mysterion,what happened at those meetings,0.0634081952739507
16369,14,12,Stuart,trust us we dont remember   i know it sounds hard to believe but we were actually really drunk the entire time,0.5141810514032841
16370,14,12,Mysterion,i dont find that hard to believe at all,0.07213018834590912
16371,14,12,Mrs. McCormick,i swear we havent been back to their meetings ever since even though we always still get invited,0.06652240990661085
16372,14,12,Mysterion,these people still meet where,0.0716262380592525
16373,14,12,Stuart,where they always did jim mcelroys house,0.058715505292639136
16374,14,12,Mrs. McCormick,they used to meet every friday night i think they still do  did that really just happen,0.059345271438360214
16375,14,12,Stuart,i dont think so ,0.22018011659383774
16376,14,12,Field Reporter,breaking news here in the gulf tom the dark ancient god cthulhu has called for a press conference the old one told reporters in a statement released this morning that it has extremely exciting news,0.11290019610896707
16377,14,12,Coon,ladies and gentlemen today we are pleased to announce the successful merger of cthulhu and the coon cthulhus track record for complete dominance and interdimensionary rule is without question and now coupled with the legitimacy and instantly recognizable brand name of the coon we intend to bring change and fight injustice as the allnew coon and friends and anybody else using that name for their benefit is breaking the law oh whats that there is another group using our trademarked name well i guess we have a right to banish them to a dark oblivion dont we,70.6133782863617
16378,14,12,Followers,phnglui mglwnafh cthulhu rlyeh wgahnagl fhtagn,0.16325598116964102
16379,14,12,Cult Leader,the old one has awakened  a lot of us have waited a long time for this day well for all our south park cthulhu members old and new it is time to partay ,0.06409694324247539
16380,14,12,Mysterion,there must be clubs like this all over the world,0.09046604973264039
16381,14,12,Toolshed,we know some of these people theres mr adler from shop class and those two geeky computer guys,0.07230540504679084
16382,14,12,Human Kite,oh my god look back row arent those the goth kids,11.872073262929916
16383,14,12,Red Goth,im so freaking stoked that cthulhu is gonna squash all the happygolucky conformists,98.95718097686768
16384,14,12,Tall Goth,yeah i just hope he puts an end to the fucking disney channel,97.80035018920898
16385,14,12,Toolshed,dude why would the goth kids worship cthulhu,95.33566236495972
16386,14,12,Mysterion,makes sense unrelenting despair and a thousand years of darkness sounds pretty goth,0.15543027548119426
16387,14,12,Cult Leader,now let us read from the necronomicon that is not dead which can eternal lie and with strange aeons,0.07711760117672384
16388,14,12,Followers,even death may die ,0.08090162882581353
16389,14,12,Toolshed,in strange aeons even death may die what does that mean han kite,0.14487251173704863
16390,14,12,Human Kite,im not sure toolshed could it be a riddle mysterion m mysterion ,0.14388381969183683
16391,14,12,Mint-Berry Crunch,mysterion is sooo mysterious,0.07457532337866724
16392,14,12,Jack Brolin,a horrific scene of destruction despair and terror here in new orleans and still theres no sign of captain hindsight ror has it he got sick of it all went back to his chair and removed all his powers,0.5796527955681086
16393,14,12,Injured Man,where are you captain hindsight aggh,0.07952080923132598
16394,14,12,Jack Brolin,perhaps he shouldnt have gotten back in that chair,0.09790377225726843
16395,14,12,Red Goth,do you think the dark lord cthulhu is gonna make us go to school,0.610399292781949
16396,14,12,Tall Goth,no assmunch cthulhu just wants chaos bedlam and madness,69.85365152359009
16397,14,12,Red Goth,good because if i have to go to pe class again i was gonna kill myself  who the fn h is that,87.15329766273499
16398,14,12,Mysterion,what does it mean that is not dead which can eternal lie,0.14512214111164212
16399,14,12,Tall Goth,and with strange aeons even death may die,0.07616415387019515
16400,14,12,Mysterion,what does it mean,0.205010618083179
16401,14,12,Red Goth,it means cthulhu is gonna get rid of all the posers and make everything cool and black and stuff its gonna be like a nine inch nails concert that goes on forever,1.1486828327178955
16402,14,12,Tall Goth,yeah so go home and put your underwear back inside your pants poser,1.0716564022004604
16403,14,12,Mysterion,youre going to tell me everything you know,0.5123505368828773
16404,14,12,Kindergoth,nobodys stopping cthulhu now all will be sadness life will become death and i will watch the crimson blood leak from your neck,94.78121995925903
16405,14,12,Tall Goth,dude that little kid is hardcore goth,90.88084101676941
16406,14,12,Red Goth,hardcore goth,1.0850286111235619
16407,14,12,Cult Leader,the child is right you know cthulhu sees all hears all the dark lord wants us to dispense of this one kids give us a hand,21.39524668455124
16408,14,12,Red Goth,whaaat dude i dont wanna kill anybody,5.173913016915321
16409,14,12,Tall Goth,were dark lord minions now wuss whatd you think wed be doing,10.817772895097733
16410,14,12,Red Goth,ugh whatevs ,8.412715047597885
16411,14,12,Singer,cthulhu cthulhu cthulhu cthulhu,0.3650246886536479
16412,14,12,Coon,yeeheah,0.18063172465190291
16413,14,12,Singer,the evil hatefilled cthulhu from a dimension far awayflying through gates of madness and into your heart,0.8278488181531429
16414,14,12,Coon,yeah fuck all oyou,97.95228242874146
16415,14,12,Singer,turning dreams into nightmares,0.09391694911755621
16416,14,12,Coon,lick my balls,98.15463423728943
16417,14,12,Singer,destroying all he sees,92.49399900436401
16418,14,12,Coon,now begins a new adventure for meeee,0.060141185531392694
16419,14,12,Singer,you and the dark one cthulhusharing adventures and smilesits a magical bond two pals can sharesoon the whole world will be made aware ofyou and the death lord cthulhakin the world a better placetogether you will have so much fun,0.10021983180195093
16420,14,12,Coon,sending all my stupid friends to oblivion,98.60893487930298
16421,14,12,Singer,you and the dark one cthulhu,1.5157029032707214
16422,14,12,Coon,suck it bitches,97.82967567443848
16423,14,12,Cult Leader,just hold still and it will all be over quickly ,0.18612418789416552
16424,14,12,Mosquito,let him go  coon and friends ho mosquito,0.3378724679350853
16425,14,12,Toolshed,toolshed,0.19074279116466641
16426,14,12,TupperWear,tupperwear,0.11131729697808623
16427,14,12,Iron Maiden,timmeh,0.14680693857371807
16428,14,12,Human Kite,han kite,0.09338114759884775
16429,14,12,Mint-Berry Crunch,mintberry crrrunch,0.12502684257924557
16430,14,12,Toolshed,let him go dude or else well totally tell our parents on you,91.81596040725708
16431,14,12,Cult Leader,sorry kids its a little late for that ,0.3028095467016101
16432,14,12,Toolshed,oh my god oh my god they they killed kenny,48.053765296936035
16433,14,12,Human Kite,you bastards ,97.64996767044067
16434,14,12,Toolshed,dude kenny whatd you run away for weve gotta fight these guys,79.70866560935974
16435,14,12,Mosquito,yeah come on get your coste on lazyass,98.3998954296112
16436,14,12,Human Kite,lets go ,0.09134276187978685
16437,14,12,Mint-Berry Crunch,mintberry crunch ,0.06982975755818188
16438,14,13,Mint-Berry Crunch,sit back justice believers and listen to another edition of americas favorite superhero mintberry crunch  our story begins in a remote corner of the gulf of mexico  the bp oil company drills into the ocean floor  but they drill too much and the bp oil company accidentally unleashes cthulhu an ancient evil god from another dimension halfway across the country  a mildmannered attractive fourthgrader bradley biggle hears of the disaster on the news while with his friends  but bradley biggle is no ordinary fourthgrader not long ago he realized he had superpowers he could call upon by turning in place and saying the magic word shablagoo and in a flash bradley is transformed into the thrilling superhero mintberry crunch joined by the other coon friends mintberry crunch went to investigate the gulf spill crisis the superheroes came across a cult in existence for years that had been waiting for cthulhus arrival they are the key to stopping cthulhu from taking over the world sometimes when everything seems hopeless thats when you need to bring it all  thats when you need to bring the crrrunch,0.5713438149541616
16439,14,13,Toolshed,dude im sorry but we still arent getting it youre half man and half berry,91.78555607795715
16440,14,13,Mint-Berry Crunch,rrright,0.1512865535914898
16441,14,13,Human Kite,but then what exactly is your superpower,0.0992006273008883
16442,14,13,Mint-Berry Crunch,the power of mint and berries yet with a satisfying tasty crunch,0.06272729951888323
16443,14,13,Toolshed,nah see thats the problem dude thats not really a superpower like i have mental command over all power tools han kite can fly,2.1025242283940315
16444,14,13,Human Kite,and shoot lasers out of my eyes,8.732667565345764
16445,14,13,Toolshed,and shoot lasers out of his eyes and mysterion can  wait whats your superpower mysterion,9.597443044185638
16446,14,13,Mysterion,i cant die,1.5069938264787197
16447,14,13,Toolshed,oh yeah good one mysterion cant die and iron maiden is indestructible,0.1626594690605998
16448,14,13,Mysterion,no stan im being serious i really really cant die,2.87511870265007
16449,14,13,Toolshed,woohat,0.18918729620054364
16450,14,13,Mysterion,like last night in the alley the cult leader stabbed me and i bled all over the place and you screamed oh my god and you called him a bastard,46.74975574016571
16451,14,13,Human Kite,when was that,0.3606376238167286
16452,14,13,Mysterion,all the time i die all the time and you assholes never remember,97.55497574806213
16453,14,13,Toolshed,ah i think we would remember you dying dude,2.047753892838955
16454,14,13,Mysterion,well you dont i die over and over only to wake up in my bed like nothing happened,0.4603240638971329
16455,14,13,Toolshed,dude youre freaking out mintberry crunch hes peed his pants ,3.4161165356636047
16456,14,13,Mint-Berry Crunch,nono mintberry crunch doesnt ever pee his pants,0.6415722891688347
16457,14,13,Mysterion,i knew thered be no point in telling you guys,0.19432043191045523
16458,14,13,Human Kite,alright dude let lets just say youre not crazy and its true whats the big deal i mean i think itd be pretty cool not to be able to die,0.8875397965312004
16459,14,13,Mysterion,pretty cool do you know what it feels like to be stabbed to be shot decapitated torn apart burned run over,0.7625744678080082
16460,14,13,Toolshed,kenny kenny calm down,0.21713648457080126
16461,14,13,Mysterion,its not pretty cool kyle it fuckin hurts and it wont go away and nobody will believe me  remember this time try and fuckin remember ,32.34539330005646
16462,14,13,Toolshed,oh my god holy shit dude,98.13607335090637
16463,14,13,Human Kite,dude,97.41507768630981
16464,14,13,Mint-Berry Crunch,is he oh jesus ,0.9908551350235939
16465,14,13,Toolshed,kenny no no,0.1060936483554542
16466,14,13,Coon,gather around believers in good and listen to the newest installment of the coon it all began when the bp oil company drilled into the ocean floor and ripped open a hole into another dimension seeing the disaster on coonvision the coon immediately called together his trusty coon friends as the coon explained how the disaster could be stopped something terrible happened without warning the coon friends changed their superpowers morphed somehow turning them into supervillains  the coon tried to reason with them tried to bring them back to the side of good  but it was too late  their black hearts had been tainted by hate and rage the coon was alone turn by the ultimate dilemma  he had to put a stop to the evil villains even though they had once been his friends sometimes to fight the ultimate evil you must make friends with enemies  the coon teamed up with cthulhu because even cthulhu knows what evil assholes kyle and stan and those guys are and that they are manipulative uncaring vagina faces theyre all planning to destroy the world only one thing can stop them the coon with cthulhus help i can try to banish them to a dark oblivion for all eternity  i will not rest until that happens,25.409764051437378
16467,14,13,Coon,babayi know youre askin me to staysay please please please dont go awayyou say im givin you the bluesmaybayyou mean every word you saycant help but think,0.0973853631876409
16468,14,13,Liane,eric cartman,0.13014909345656633
16469,14,13,Coon,hi mom,0.08624820038676262
16470,14,13,Liane,where have you been young man,2.414603903889656
16471,14,13,Coon,just doin stuff mom are my friends downstairs in the secret base,0.0651308917440474
16472,14,13,Liane,yes they are but you were supposed to be grounded in your room and now youre more grounded young man,2.8377823531627655
16473,14,13,Coon,the coons mother appears to be extremely upset in order to get past her i must use the lebron james technique,0.10395629797130823
16474,14,13,Liane,eric are you listening to me,0.12839081464335322
16475,14,13,Coon,mom what should i do,0.1584632322192192
16476,14,13,Liane,what,0.4976789001375437
16477,14,13,Coon,what should i do should i admit i made mistakes should i say ive done this before should i write a song about how i should have stayed in my room what should i do,0.1173716620542109
16478,14,13,Liane,what do you mean what should,0.23987679742276669
16479,14,13,Coon,should i say i am not a role model should i not listen to my conscience its my conscience mom what should i do go back to my room and pretend nothing happened not jp out the window and fly to new orleans what should i do ma tell me,0.2928127767518163
16480,14,13,Liane,i just i im gonna go make you kids some lemonade ,0.10721564758569002
16481,14,13,Human Kite,alright coon and friends what good deed should we do next,0.07125346455723047
16482,14,13,Mosquito,perhaps we should make more lemon bars to raise money for people in need,0.08747976389713585
16483,14,13,TupperWear,okay,0.20066958386451006
16484,14,13,Mysterion,you guys have no memory of me shooting myself in the head do you,0.1478330115787685
16485,14,13,Toolshed,what,0.4976789001375437
16486,14,13,Mysterion,what we need to do is talk to people in that cult i wanna know where my powers come from,6.644897162914276
16487,14,13,Human Kite,yeah cool lets talk about where our powers come from,0.13529551215469837
16488,14,13,Mosquito,i was bitten by a radioactive mosquito bzzzzzzt,0.15949225053191185
16489,14,13,TupperWear,i was in a car accident then put back together with tupperware parts,0.07357568247243762
16490,14,13,Iron Maiden,tihtimmieh,0.21480116993188858
16491,14,13,Mysterion,will you guys listen to me i actually have a power that i actually want to know about,0.16051570419222116
16492,14,13,Coon,hey guys  so whats goin on,0.06594376754947007
16493,14,13,Toolshed,go away cartman we kicked you out of coon and friends remember,83.00371766090393
16494,14,13,Coon,no i i know thats cool i understand even though i started it and the secret base is in my house yes thats totally understandable,0.0811540347058326
16495,14,13,Human Kite,you just wanted to frame and blackmail people then you beat up clyde and bradley for no reason,17.64470934867859
16496,14,13,Coon,no youre right for no reason clearly something is wrong with me but you guys what should i do,0.18841217970475554
16497,14,13,Human Kite,you should fuck off thats what you should do,97.63976335525513
16498,14,13,Coon,hm ah all right look you guys were totally right okay thats all i wanted to say that and theres a double rainbow outside,0.09454686078242958
16499,14,13,Mint-Berry Crunch,a what,0.4234936088323593
